-0.256843 0.235746 1 
-0.242347 0.172564 1 
-0.24134 0.173697 1 
-0.246641 0.207311 1 
-0.23274 0.191009 1 
-0.261931 0.174496 1 
-0.235936 0.205929 1 
-0.266948 0.186028 1 
-0.233795 0.184029 1 
-0.27136 0.219577 1 
-0.231343 0.234032 1 
-0.226967 0.222132 1 
-0.215923 0.228988 1 
-0.220476 0.210899 1 
-0.230242 0.186936 1 
-0.212973 0.197442 1 
-0.235572 0.204855 1 
-0.224049 0.206874 1 
-0.219198 0.210309 1 
-0.236645 0.202543 1 
-0.160328 0.192552 1 
-0.158597 0.23924 1 
-0.188377 0.195881 1 
-0.190367 0.19501 1 
-0.163088 0.217937 1 
-0.179367 0.188935 1 
-0.192361 0.191999 1 
-0.184634 0.234007 1 
-0.178853 0.196783 1 
-0.182699 0.207386 1 
-0.158971 0.212595 1 
-0.129417 0.18975 1 
-0.147663 0.200581 1 
0.0936366 0.150897 1 
-0.120612 0.177387 1 
-0.170538 0.185513 1 
-0.134605 0.193038 1 
-0.132927 0.19018 1 
-0.13754 0.193433 1 
-0.135979 0.191348 1 
-0.105166 0.223866 1 
-0.0970911 0.183687 1 
-0.0689583 0.163808 1 
-0.0582653 0.167518 1 
-0.0508222 0.185127 1 
-0.0897066 0.176121 1 
-0.118491 0.186201 1 
-0.0844236 0.16178 1 
-0.111579 0.176528 1 
-0.0700541 0.177514 1 
-0.0504193 0.132605 1 
-0.0482886 0.144327 1 
-0.0343753 0.133687 1 
-0.0396123 0.168889 1 
-0.0192774 0.128451 1 
-0.0558745 0.169285 1 
-0.103734 0.165943 1 
-0.0132303 0.135451 1 
-0.0611247 0.150291 1 
-0.0482709 0.149263 1 
-0.00619826 0.0902021 1 
-0.0193013 0.10311 1 
-0.046158 0.145947 1 
-0.033062 0.119976 1 
-0.00929261 0.11866 1 
0.00595899 0.0947897 1 
-0.000990363 0.0717252 1 
-0.0103494 0.133311 1 
-0.0159981 0.13134 1 
-0.00244375 0.101986 1 
-0.0436496 0.0491458 1 
-0.0158799 0.049484 1 
-0.0428763 0.0506981 1 
0.0011051 0.0522741 1 
0.00882732 0.0548529 1 
-0.0206588 0.0344496 1 
-0.00324422 0.0795151 1 
0.0133302 0.0696452 1 
-0.00373386 0.0767618 1 
-0.0164287 0.052508 1 
-0.00997696 0.0733189 1 
-0.00895545 0.0712717 1 
-0.523829 0.102795 1 
-0.0123437 0.0764694 1 
-0.0246448 0.037506 1 
-0.00636737 0.070589 1 
-0.0329098 0.0406738 1 
-0.0422388 0.00399034 1 
-0.0682019 0.00992032 1 
-0.0676988 0.0188095 1 
-0.0490352 0.0284152 1 
-0.0358906 -0.00698949 1 
-0.0123055 0.069529 1 
-0.0780046 0.012746 1 
-0.0199803 0.044946 1 
-0.0620523 -0.00263488 1 
-0.00207673 0.0777656 1 
0.103234 0.0637998 1 
-0.0383453 0.0130245 1 
-0.0452547 0.0169789 1 
-0.0421518 0.0170284 1 
-0.036392 0.0247999 1 
-0.0188351 0.0147287 1 
-0.0516595 -0.011533 1 
-0.00821314 0.0406301 1 
-0.0526915 0.00252736 1 
-0.0766126 0.00221058 1 
-0.10797 -0.0288042 1 
-0.0858878 -0.0216617 1 
-0.125153 -0.0251295 1 
-0.0751092 -0.0108358 1 
-0.0976939 -0.0176807 1 
-0.0856536 -0.0139379 1 
-0.0912255 -0.0646565 1 
-0.0457976 -0.0269727 1 
-0.0867117 -0.0320138 1 
-0.0872028 -0.0327514 1 
-0.0948672 -0.0406678 1 
-0.0736224 -0.0283547 1 
-0.101945 -0.0232772 1 
-0.0897959 -0.0149978 1 
-0.0914422 -0.0135733 1 
-0.111223 -0.0235223 1 
-0.0796209 -0.030373 1 
-0.100057 -0.0466454 1 
-0.111959 -0.00963686 1 
-0.0807545 -0.0324903 1 
-0.550834 0.0724127 1 
-0.378498 0.0590021 1 
-0.146533 -0.0462397 1 
-0.130969 -0.0613492 1 
-0.126384 -0.0625573 1 
-0.146231 -0.0595626 1 
-0.152444 -0.0617345 1 
-0.212905 -0.0158421 1 
-0.136711 -0.0338268 1 
-0.342417 0.144059 1 
-0.200957 -0.0976306 1 
-0.215775 -0.0743585 1 
-0.209332 -0.0531229 1 
-0.191059 -0.0478997 1 
-0.187649 -0.0533922 1 
-0.235357 -0.0397117 1 
-0.200427 -0.0359167 1 
-0.223387 -0.0548292 1 
-0.168458 -0.0568833 1 
-0.259606 -0.0538583 1 
-0.204714 -0.0789807 1 
-0.192322 -0.082594 1 
-0.201019 -0.0686505 1 
-0.186786 -0.0739106 1 
-0.189261 -0.0781144 1 
-0.193943 -0.0487834 1 
-0.183879 -0.0650878 1 
-0.203465 -0.0351788 1 
-0.18594 -0.0757831 1 
-0.193303 -0.0491237 1 
-0.291054 -0.0388004 1 
-0.325751 -0.049784 1 
-0.298543 -0.0410747 1 
-0.269113 -0.0945546 1 
-0.276101 -0.071343 1 
-0.272799 -0.0446484 1 
-0.231042 -0.0990252 1 
-0.252591 -0.0523472 1 
-0.286999 -0.0364219 1 
-0.240625 -0.0327198 1 
-0.296526 -0.0318667 1 
-0.289203 -0.0506606 1 
-0.307438 -0.0574469 1 
-0.30191 -0.055426 1 
-0.419507 -0.0217571 1 
-0.271612 -0.0571687 1 
-0.278492 -0.0419025 1 
-0.284047 -0.035783 1 
-0.318138 -0.0218554 1 
-0.277495 -0.0563153 1 
-0.361027 -0.010141 1 
-0.341015 0.00336574 1 
-0.340052 -0.0121265 1 
-0.221564 0.000575755 1 
-0.379634 0.0441149 1 
-0.317887 0.000715053 1 
-0.352821 0.00743069 1 
-0.365541 -0.0134685 1 
-0.335395 -0.0241803 1 
-0.329791 -0.0361121 1 
-0.41992 0.188918 1 
-0.255158 0.172647 1 
-0.254145 0.180406 1 
-0.281572 0.190016 1 
-0.285261 0.179315 1 
-0.279807 0.184941 1 
-0.357701 0.167914 1 
-0.253241 0.182361 1 
-0.42008 0.204606 1 
-0.276371 0.190217 1 
-0.290067 0.186715 1 
-0.290473 0.197355 1 
-0.286745 0.188304 1 
-0.30258 0.1831 1 
-0.322255 0.184117 1 
-0.276048 0.164008 1 
-0.29518 0.166628 1 
-0.199207 0.215313 1 
-0.264982 0.196825 1 
-0.311061 0.170884 1 
-0.267728 0.183842 1 
-0.282327 0.176058 1 
-0.446556 0.179516 1 
-0.265334 0.172925 1 
-0.31236 0.169203 1 
-0.277905 0.167963 1 
-0.279146 0.169681 1 
-0.221715 0.260759 1 
-0.276213 0.193093 1 
-0.248543 0.194817 1 
-0.0812282 0.192497 1 
-0.347557 0.188251 1 
-0.34261 0.126526 1 
-0.33784 0.138368 1 
-0.439007 0.196743 1 
-0.328716 0.156262 1 
-0.331481 0.17045 1 
-0.368315 0.170735 1 
-0.357248 0.141711 1 
-0.300935 0.154271 1 
-0.369733 0.112282 1 
-0.377472 0.106253 1 
-0.377233 0.121463 1 
-0.388455 0.118612 1 
-0.36884 0.115929 1 
-0.328739 0.132699 1 
-0.36878 0.113036 1 
-0.364842 0.125458 1 
-0.367873 0.114083 1 
-0.316681 0.139998 1 
-0.395795 0.0491595 1 
-0.395347 0.0711886 1 
-0.378325 0.0956527 1 
-0.391677 0.0832871 1 
-0.364829 0.0836356 1 
